sample_id,treatment,cohort,organ,model_class_raw,displayed_class_count,displayed_total_count,displayed_class_fraction,displayed_class_percent,log10_displayed_class_count_plus_1,phenotype_display
m26-005,Sucrose,POMC,Spleen,Lymphocytes,379,18114,0.020923042950204262,2.0923042950204263,2.57978359661681,Lymphocyte-like
m26-005,Sucrose,POMC,Spleen,Fibroblasts,14039,18114,0.7750358838467484,77.50358838467484,4.147367107793786,Fibroblast-like
m26-005,Sucrose,POMC,Spleen,Plasmocytes,6,18114,0.0003312355084465055,0.033123550844650546,0.8450980400142568,Plasmocyte-like
m26-005,Sucrose,POMC,Spleen,Eosinophils,0,18114,0.0,0.0,0.0,Eosinophil-like
m26-005,Sucrose,POMC,Spleen,Neutrophils,69,18114,0.0038092083471348128,0.38092083471348126,1.845098040014257,Neutrophil-like
m26-005,Sucrose,POMC,Spleen,Macrophages,1900,18114,0.1048912443413934,10.48912443413934,3.278982116865443,Macrophage-like
m26-005,Sucrose,POMC,Spleen,Muscle Cell,19,18114,0.001048912443413934,0.1048912443413934,1.3010299956639813,Muscle-like
m26-005,Sucrose,POMC,Spleen,Endothelial Cell,14,18114,0.0007728828530418461,0.0772882853041846,1.1760912590556813,Endothelial-like
m26-005,Sucrose,POMC,Spleen,Red blood cell,0,18114,0.0,0.0,0.0,RBC-like
m26-005,Sucrose,POMC,Spleen,Epithelial,1111,18114,0.06133377498067793,6.133377498067793,3.0461047872460387,Epithelial-like
m26-005,Sucrose,POMC,Spleen,Apoptotic Body,577,18114,0.031853814728938945,3.1853814728938943,2.761927838420529,Apoptotic-like
m26-005,Sucrose,POMC,Spleen,Mitotic Figures,0,18114,0.0,0.0,0.0,Mitotic-like
m26-005,Sucrose,POMC,Spleen,Minor Stromal Cell,0,18114,0.0,0.0,0.0,Minor stromal-like
m26-006,Sucrose,POMC,Liver,Lymphocytes,15,3090,0.0048543689320388345,0.48543689320388345,1.2041199826559248,Lymphocyte-like
m26-006,Sucrose,POMC,Liver,Fibroblasts,712,3090,0.23042071197411004,23.042071197411005,2.8530895298518657,Fibroblast-like
m26-006,Sucrose,POMC,Liver,Plasmocytes,0,3090,0.0,0.0,0.0,Plasmocyte-like
m26-006,Sucrose,POMC,Liver,Eosinophils,0,3090,0.0,0.0,0.0,Eosinophil-like
m26-006,Sucrose,POMC,Liver,Neutrophils,44,3090,0.01423948220064725,1.423948220064725,1.6532125137753437,Neutrophil-like
