sample_id,treatment,cohort,organ,model_class_raw,clr_value,analysis_eligible,detected_animals,total_class_count,eligibility_rule,pseudocount_applied,phenotype_display,pseudocount
m26-021,Water,NPY,Liver,Epithelial,0.7840108926981815,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-022,Allulose,POMC,Liver,Epithelial,1.8652585271826747,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-023,Sucrose,POMC,Liver,Epithelial,1.0633969646672226,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-024,Sucrose,POMC,Liver,Epithelial,1.6355879424351176,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-001,Sucrose,NPY,Liver,Apoptotic Body,2.2966756925024603,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-002,Sucrose,NPY,Liver,Apoptotic Body,5.034945607078773,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-003,Sucrose,POMC,Liver,Apoptotic Body,3.963037184195141,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-004,Sucrose,NPY,Liver,Apoptotic Body,3.457760607703199,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-005,Sucrose,POMC,Liver,Apoptotic Body,3.227860458903114,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-006,Sucrose,POMC,Liver,Apoptotic Body,2.7555712263385255,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-007,Sucrose,POMC,Liver,Apoptotic Body,3.360353062517946,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-008,Allulose,POMC,Liver,Apoptotic Body,2.7320999216745627,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-009,Allulose,POMC,Liver,Apoptotic Body,2.726773658998874,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-010,Allulose,POMC,Liver,Apoptotic Body,1.4034186956805146,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-011,Allulose,POMC,Liver,Apoptotic Body,1.088059609450022,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-012,Allulose,NPY,Liver,Apoptotic Body,2.7800839294753414,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-013,Allulose,POMC,Liver,Apoptotic Body,1.7921692888314709,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-014,Allulose,NPY,Liver,Apoptotic Body,2.6189165895483733,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-015,Water,POMC,Liver,Apoptotic Body,5.614338598985215,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-016,Water,POMC,Liver,Apoptotic Body,4.675792367772737,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-017,Water,POMC,Liver,Apoptotic Body,4.599908798373616,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-018,Water,POMC,Liver,Apoptotic Body,3.64857866105427,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-019,Water,NPY,Liver,Apoptotic Body,3.824256631866084,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-020,Water,NPY,Liver,Apoptotic Body,3.6879176792404786,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-021,Water,NPY,Liver,Apoptotic Body,3.6996311400948345,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-022,Allulose,POMC,Liver,Apoptotic Body,4.6293109184001695,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-023,Sucrose,POMC,Liver,Apoptotic Body,4.928704575179827,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-024,Sucrose,POMC,Liver,Apoptotic Body,4.8297010885641045,True,24,78022,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-001,Sucrose,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-002,Sucrose,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-003,Sucrose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-004,Sucrose,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-005,Sucrose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-006,Sucrose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-007,Sucrose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-008,Allulose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-009,Allulose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-010,Allulose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-011,Allulose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-012,Allulose,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-013,Allulose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-014,Allulose,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-015,Water,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-016,Water,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-017,Water,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-018,Water,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-019,Water,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-020,Water,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-021,Water,NPY,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-022,Allulose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-023,Sucrose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-024,Sucrose,POMC,Liver,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-001,Sucrose,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-002,Sucrose,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-003,Sucrose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-004,Sucrose,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-005,Sucrose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-006,Sucrose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-007,Sucrose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-008,Allulose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-009,Allulose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-010,Allulose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-011,Allulose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-012,Allulose,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-013,Allulose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-014,Allulose,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-015,Water,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-016,Water,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-017,Water,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-018,Water,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-019,Water,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-020,Water,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-021,Water,NPY,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-022,Allulose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-023,Sucrose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-024,Sucrose,POMC,Liver,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-001,Sucrose,NPY,Spleen,Lymphocytes,2.1899883499332153,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-002,Sucrose,NPY,Spleen,Lymphocytes,1.1721710604415239,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-003,Sucrose,POMC,Spleen,Lymphocytes,0.30803234952307257,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-004,Sucrose,NPY,Spleen,Lymphocytes,1.9866329291152898,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-005,Sucrose,POMC,Spleen,Lymphocytes,0.5868298001752619,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-006,Sucrose,POMC,Spleen,Lymphocytes,2.031975847086447,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-007,Sucrose,POMC,Spleen,Lymphocytes,2.4785425730879815,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-008,Allulose,POMC,Spleen,Lymphocytes,2.0740775503392217,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-009,Allulose,POMC,Spleen,Lymphocytes,1.4509751062358864,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-010,Allulose,POMC,Spleen,Lymphocytes,2.9350506445895745,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-011,Allulose,POMC,Spleen,Lymphocytes,1.3010529827537614,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-012,Allulose,NPY,Spleen,Lymphocytes,1.9857072775507114,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-013,Allulose,POMC,Spleen,Lymphocytes,2.15168511297117,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-014,Allulose,NPY,Spleen,Lymphocytes,2.5653000640840395,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-015,Water,POMC,Spleen,Lymphocytes,1.9734564443958948,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-016,Water,POMC,Spleen,Lymphocytes,1.2863211311502942,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-017,Water,POMC,Spleen,Lymphocytes,1.6385640315973937,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-018,Water,POMC,Spleen,Lymphocytes,1.906020836763922,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-019,Water,NPY,Spleen,Lymphocytes,1.4288377062021258,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-020,Water,NPY,Spleen,Lymphocytes,2.120786245030555,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-021,Water,NPY,Spleen,Lymphocytes,2.8737862240440712,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-022,Allulose,POMC,Spleen,Lymphocytes,2.5139253524335237,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-023,Sucrose,POMC,Spleen,Lymphocytes,2.455744592036768,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-024,Sucrose,POMC,Spleen,Lymphocytes,1.7892444480630858,True,24,59305,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-001,Sucrose,NPY,Spleen,Fibroblasts,4.9215042745993465,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-002,Sucrose,NPY,Spleen,Fibroblasts,3.7912430453339425,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-003,Sucrose,POMC,Spleen,Fibroblasts,3.1875682504079648,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-004,Sucrose,NPY,Spleen,Fibroblasts,4.111188935607521,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-005,Sucrose,POMC,Spleen,Fibroblasts,4.197605267749625,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-006,Sucrose,POMC,Spleen,Fibroblasts,4.796096057607091,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-007,Sucrose,POMC,Spleen,Fibroblasts,4.843767382776487,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-008,Allulose,POMC,Spleen,Fibroblasts,4.434187775651777,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-009,Allulose,POMC,Spleen,Fibroblasts,3.345849123466873,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-010,Allulose,POMC,Spleen,Fibroblasts,5.461576504438908,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-011,Allulose,POMC,Spleen,Fibroblasts,4.0072840995111205,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-012,Allulose,NPY,Spleen,Fibroblasts,4.594838503488081,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-013,Allulose,POMC,Spleen,Fibroblasts,3.2506301526614,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-014,Allulose,NPY,Spleen,Fibroblasts,4.067647815006414,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-015,Water,POMC,Spleen,Fibroblasts,3.4719743002064423,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-016,Water,POMC,Spleen,Fibroblasts,3.489158655418652,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-017,Water,POMC,Spleen,Fibroblasts,3.9635699077193323,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-018,Water,POMC,Spleen,Fibroblasts,4.027317387876306,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-019,Water,NPY,Spleen,Fibroblasts,4.079631134172949,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-020,Water,NPY,Spleen,Fibroblasts,4.552366092247594,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-021,Water,NPY,Spleen,Fibroblasts,4.229119415255313,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-022,Allulose,POMC,Spleen,Fibroblasts,4.089316300134712,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-023,Sucrose,POMC,Spleen,Fibroblasts,2.9767486044040106,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-024,Sucrose,POMC,Spleen,Fibroblasts,3.8976437228738154,True,24,419312,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-001,Sucrose,NPY,Spleen,Plasmocytes,-3.988252104318102,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-002,Sucrose,NPY,Spleen,Plasmocytes,-1.8136996633648685,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-003,Sucrose,POMC,Spleen,Plasmocytes,-3.2398343803140524,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-004,Sucrose,NPY,Spleen,Plasmocytes,-3.9944204666923744,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-005,Sucrose,POMC,Spleen,Plasmocytes,-3.4802226197588313,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-006,Sucrose,POMC,Spleen,Plasmocytes,-4.101422195910202,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-007,Sucrose,POMC,Spleen,Plasmocytes,-3.8911681328868495,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-008,Allulose,POMC,Spleen,Plasmocytes,-4.797359465968803,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-009,Allulose,POMC,Spleen,Plasmocytes,-3.8702594618724753,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-010,Allulose,POMC,Spleen,Plasmocytes,-5.554771350030531,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-011,Allulose,POMC,Spleen,Plasmocytes,-4.092987701385927,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-012,Allulose,NPY,Spleen,Plasmocytes,-3.590533158445443,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-013,Allulose,POMC,Spleen,Plasmocytes,-1.4711177738516028,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-014,Allulose,NPY,Spleen,Plasmocytes,-1.9072831650493987,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-015,Water,POMC,Spleen,Plasmocytes,-2.6025225640760934,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-016,Water,POMC,Spleen,Plasmocytes,-2.9933891302469893,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-017,Water,POMC,Spleen,Plasmocytes,-4.032006308852694,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-018,Water,POMC,Spleen,Plasmocytes,-3.6257030259278826,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-019,Water,NPY,Spleen,Plasmocytes,-3.7231685410749895,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-020,Water,NPY,Spleen,Plasmocytes,-3.742069836871587,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-021,Water,NPY,Spleen,Plasmocytes,-1.7495932306910156,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-022,Allulose,POMC,Spleen,Plasmocytes,-2.064468472520196,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-023,Sucrose,POMC,Spleen,Plasmocytes,-0.8459136475111277,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-024,Sucrose,POMC,Spleen,Plasmocytes,-4.0001595492936906,True,23,808,detected_animals>=18 and total_class_count>=24 within organ,True,Plasmocyte-like,0.5
m26-001,Sucrose,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-002,Sucrose,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-003,Sucrose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-004,Sucrose,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-005,Sucrose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-006,Sucrose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-007,Sucrose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-008,Allulose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-009,Allulose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-010,Allulose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-011,Allulose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-012,Allulose,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-013,Allulose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-014,Allulose,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-015,Water,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-016,Water,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-017,Water,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-018,Water,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-019,Water,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-020,Water,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-021,Water,NPY,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-022,Allulose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-023,Sucrose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-024,Sucrose,POMC,Spleen,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-001,Sucrose,NPY,Spleen,Neutrophils,-2.4376546919069346,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-002,Sucrose,NPY,Spleen,Neutrophils,-0.9771401611987978,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-003,Sucrose,POMC,Spleen,Neutrophils,-0.21623320775126942,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-004,Sucrose,NPY,Spleen,Neutrophils,-2.3849825542582748,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-005,Sucrose,POMC,Spleen,Neutrophils,-1.110698044089676,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-006,Sucrose,POMC,Spleen,Neutrophils,-2.343564278357828,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-007,Sucrose,POMC,Spleen,Neutrophils,-2.654405505737923,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-008,Allulose,POMC,Spleen,Neutrophils,-3.331022397175376,True,24,1925,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
